,Telephones - fixed lines,Telephones - mobile cellular,Internet users,Broadband - fixed subscriptions,GDP (purchasing power parity),GDP - real growth rate,GDP - per capita (PPP),Gross national saving,Industrial production growth rate,Labor force,Unemployment rate,Distribution of family income - Gini index,Taxes and other revenues,Budget surplus (+) or deficit (-),Public debt,Inflation rate (consumer prices),Central bank discount rate,Commercial bank prime lending rate,Stock of narrow money,Stock of broad money,Stock of domestic credit,Market value of publicly traded shares,Current account balance,Exports,Imports,Reserves of foreign exchange and gold,Debt - external,Stock of direct foreign investment - at home,Stock of direct foreign investment - abroad,Electricity - production,Electricity - consumption,Electricity - exports,Electricity - imports,Electricity - installed generating capacity,Electricity - from fossil fuels,Electricity - from nuclear fuels,Electricity - from hydroelectric plants,Electricity - from other renewable sources,Crude oil - production,Crude oil - exports,Crude oil - imports,Crude oil - proved reserves,Refined petroleum products - production,Refined petroleum products - consumption,Refined petroleum products - exports,Refined petroleum products - imports,Natural gas - production,Natural gas - consumption,Natural gas - exports,Natural gas - imports,Natural gas - proved reserves,Carbon dioxide emissions from consumption of energy,Area,Military expenditures,Population,Median age,Population growth rate,Birth rate,Death rate,Net migration rate,Maternal mortality rate,Infant mortality rate,Life expectancy at birth,Total fertility rate,Obesity - adult prevalence rate,Children under the age of 5 years underweight,Education expenditures,"Unemployment, youth ages 15-24",Airports,Railways,Roadways,Merchant marine,DiffExportImports,NetworkByArea,DiffBirthvsDeath,EnergyResoursesDiffExportImport
Obesity - adult prevalence rate,-0.01550713656525057,-0.15413215631421967,-0.10452746500891127,-0.05402140066938381,-0.025158153170785756,-0.08669608986997418,0.2716246516058179,0.1045887291313408,-0.2154032697515396,-0.16506528834857492,0.03193328271723975,-0.037008985996139145,0.6000073865152104,0.060322358681996806,-0.08040566908621283,0.01554485291033778,-0.18146945038031978,-0.2564109171954571,-0.06455733571547195,-0.06456380163408311,-0.00664454129086897,0.07911321703451062,0.04320525368967252,-0.0031132764751401055,0.02747550554363129,-0.09967865964048657,0.12850790935546874,0.09772958716101696,0.07729183996299685,-0.011616038868702832,-0.007931194897577595,0.07389574204972642,0.12961984705192847,-0.014535367880245221,0.2178422134470067,0.06413422573066294,-0.307051304719577,0.13372424000348937,0.19740720143020218,0.17703319134624965,-0.03827003785696758,0.19424484532726902,0.05938001973197792,0.06827112590854384,0.12162757143568094,0.024692003025355402,0.14416447937359858,0.13162164674479235,0.13631876057927958,0.03181165264887007,0.11836243286835511,-0.0364726169821838,0.030321698800039373,0.29312542066304353,-0.17308926750307982,0.34054279022696604,-0.33712177476469446,-0.4345198731569182,-0.21860056216362042,-0.04832675020757341,-0.5232021976765324,-0.5464759690983394,0.45978652400774445,-0.4355523520413488,1.0,-0.5785063966061046,0.36414339325945483,0.24235041259458576,0.13053376227720506,0.1701893410854715,-0.013680185537595311,-0.07396859577078413,-0.1084855383436774,0.018811059398168503,-0.35618349969908714,0.07602258716833553
Children under the age of 5 years underweight,-0.16835477629345444,0.06190206767684628,-0.02941328955551991,-0.13199051052906544,-0.09746338783541306,0.05768534112642693,-0.4343091842787098,-0.16501313026372516,0.2964297347327724,0.0576529132168713,0.019603000165826254,-0.06847857658622822,-0.38626193622840516,-0.17451618161917734,-0.04290589079892959,-0.04301657302388295,0.0967632702702972,0.23588883899671978,-0.15201124328374435,-0.15209783227100068,-0.15763311551554385,-0.14056102859141512,-0.16488057552136712,-0.17070383137829814,-0.15664767487660927,-0.11941310371627972,-0.12927846233181625,-0.14014824961390845,-0.15659956312179915,-0.12674736858113514,-0.13105936817434916,-0.17962132411856732,-0.1414269708099156,-0.12622185807644856,-0.03246356077020279,-0.14956818814547274,0.016644927783528062,0.07279023053401369,-0.17336574633287544,-0.09190934225216378,-0.10754510865553431,-0.14211733462137888,-0.1415769970289965,-0.14231892613633923,-0.13645626587095785,-0.15021157522078665,-0.1390927069614279,-0.16868521139230516,-0.10466739281769208,-0.21149703859743976,-0.10098249464211081,-0.11421553377253187,-0.03413024271443985,-0.06454051388166879,0.10949176463510386,-0.5930205835926297,0.4162161572828981,0.5825127761034221,0.1884377832303813,-0.039968377094504945,0.548576696228135,0.6468147536444812,-0.5716099591860246,0.5686812526971616,-0.5785063966061046,1.0,-0.38962432187726703,-0.29910017464008565,-0.13128591256289288,-0.11721013842157878,-0.021231823468744446,-0.02905257540954895,-0.009684364486999981,0.12157695256110503,0.5533802278732219,0.13885447751514868
Education expenditures,0.03291237269692024,-0.05178574750848465,-0.011942451883810145,0.04066637447315012,0.011180873288062967,-0.10374013875002008,0.008141626284694356,0.11756371224010892,-0.09166504576544227,-0.05519538737593492,0.042134967402510576,-0.012575119102745422,0.5602109806957006,0.014290463575673918,-0.056923228093788275,0.06628055453506876,-0.12769812173311085,-0.12644301405319855,0.0020065131751727666,0.001891499093039972,0.036556001992881004,0.011447269756262523,0.024813142229366404,0.06402928933603041,0.057551842786408014,-0.010858748227274369,0.05229429377596195,0.06437852808076508,0.031085846195265592,0.02859212294484823,0.028902973658711164,0.10836919101310141,0.14281639698031848,0.025360367029388473,-0.06679845185488824,0.10964061940345562,-0.025745134898278035,0.13305973305379834,0.005131319185979084,0.01220368083214529,0.01803170428198448,0.0660957049150822,0.022117235194127654,0.031237284533444105,0.025996089646865114,0.04278563538483219,-0.0021194280825150933,0.0014302603468184993,0.033373022277839684,0.02932627354946988,-0.05816436081182026,0.0019167508044311261,-0.004219967307345495,-0.022258718503976694,-0.061802843325110025,0.18111579862618585,-0.16064571432218064,-0.2171816530801018,-0.06781204585295336,0.0034776474359073752,-0.31581815292169957,-0.31604964906545846,0.21006509291622896,-0.231129722574625,0.36414339325945483,-0.38962432187726703,1.0,0.0032840236146407177,0.059110001887318304,0.050193745261461205,0.04091902535950337,-0.06362139927980238,-0.005584679571413709,0.07630586695663875,-0.18966889798965247,0.003948128279165916
"Unemployment, youth ages 15-24",-0.06372246406246813,-0.08352465285815644,-0.07837850397585132,-0.08094121645906216,-0.09556587739505003,-0.014252178566162961,-0.06271863409348777,-0.07468572645137768,0.01738917148874,-0.09815780603073965,0.45349053828060226,0.08462658970005144,0.14016425835537832,-0.029098497577661916,0.15932379582171338,0.01232378421730666,-0.06821366074520792,-0.025208313922269094,-0.09846037714128895,-0.10031953653332351,-0.10194863767421322,-0.11962653345416878,-0.14856607325510082,-0.14430655610069415,-0.12484883757460982,-0.11310504496980243,-0.08419729610539553,-0.13534520502215536,-0.15295218052951795,-0.08175540126494694,-0.08079877857193193,-0.04940686877514753,0.022467051739774313,-0.07498761480133675,0.06484806207299512,-0.0006961209378135496,-0.03554744942653976,-0.06264035947746961,-0.008683445269811038,-7.109916553131446e-05,-0.09862146109278071,0.029657411919046965,-0.07301502656199958,-0.07802078912179547,-0.09419287030718698,-0.11611961875320534,-0.08174249677486753,-0.07246381785319053,-0.13560840410352645,-0.09715622418330007,-0.018234917977602468,-0.08274818046160291,-0.025855139073729407,0.06437995396675722,-0.08978956178909134,0.12675661871838467,-0.15655750417150074,-0.15393658547489317,0.12253828293805072,0.0018079350198211672,-0.1462982166032822,-0.13502283683234448,0.10288051018065174,-0.1699798960368523,0.24235041259458576,-0.29910017464008565,0.0032840236146407177,1.0,-0.051348384904677295,-0.07874621199755896,-0.06096899652935035,-0.14233386494053332,-0.0042838873623394546,-0.06161713564010154,-0.1800651432577936,-0.07511059083443083
Airports,0.5324789744793645,0.2555913190054198,0.3414552393992589,0.309369407694665,0.5946765621200625,-0.023982679043048065,0.14324132448257038,-0.010291589160502846,-0.036317450218911904,0.21380673387079913,-0.0664973371675566,0.11612850055600664,-0.05517018537966274,0.0096013903279121,0.049263345404896824,0.012736239128728044,-0.07026343747824602,0.03233078649366422,0.3121098004093992,0.31227424437898427,0.5724063948122379,0.8928115997878745,0.7047805432918036,0.4629246839347084,0.6522017875412126,0.08538568020751186,0.7772518535444645,0.5140120859112735,0.5524813709611159,0.5741219578817143,0.5761880481370071,0.13685209516656466,0.6436658912667106,0.5516886704689203,-0.03905745383493134,0.11170063493883357,-0.001266348816600252,0.03386440159964997,0.5855667255801137,0.17682314065342464,0.6286040114416577,0.1822769158298144,0.8179189924966607,0.8135690997478988,0.7107554862982525,0.48289079297272447,0.7274495340178525,0.7997801929647028,0.32656597396002496,0.37232149561630196,0.051523559151959955,0.419982386659078,0.528269826627783,0.07162906743577058,0.21658138508046396,0.10362260153895281,-0.042589017179223226,-0.09988244990022253,0.0012268372703774088,0.06633174325385739,-0.0875147317247856,-0.09937968362734427,0.11382647164572263,-0.08888979546723355,0.13053376227720506,-0.13128591256289288,0.059110001887318304,-0.051348384904677295,1.0,0.859227426245102,0.7184052365337629,0.23440684255331637,-0.7016190346535643,-0.03900163740407884,-0.09641902178851519,-0.12017947389394548
Railways,0.7729757067704321,0.5623688035664426,0.6552189971212582,0.613699731610906,0.844857119335031,0.006428837505393353,0.2105438943076181,0.10015164203344437,-0.021368330340501604,0.5395378361232751,-0.11332892126230579,0.04713958867031955,-0.04320681921879042,0.031240842209158976,0.08961184727693068,-0.03476923913601926,-0.11587252660585771,-0.09897371523276656,0.588563621454405,0.5888213179470061,0.7987518667970228,0.9176913272668177,0.792745226132996,0.7229317931839797,0.854189064870803,0.4086759593045076,0.7643231425377319,0.558418423781632,0.5835944575579773,0.8379801118003241,0.834997877174035,0.27841586672186747,0.5782679041786889,0.8205954978172354,0.03963668389323883,0.17283900388067477,-0.12613876332161747,0.08767181483709605,0.6666931554851767,0.22701351246012674,0.8339733427246209,0.19271079976086689,0.9538855599334153,0.9471484922091261,0.8113832918042624,0.6341620885582382,0.8159795446138679,0.9054464353277183,0.4797296746901043,0.561246094283123,0.2067549498180795,0.7296989315394037,0.7091054256634551,0.12030202704088158,0.5234834580340906,0.20305359287006536,-0.10672581853097264,-0.18332156269641214,0.07535206037739849,0.0891285452239233,-0.1472856934863105,-0.1630849562687512,0.16510825707712373,-0.1611270308314787,0.1701893410854715,-0.11721013842157878,0.050193745261461205,-0.07874621199755896,0.859227426245102,1.0,0.9024520762182148,0.35124604525406794,-0.5222700188457918,0.03277422285706256,-0.1892482106488904,-0.07296755292998681
Roadways,0.8271847875955824,0.811160920970915,0.8482197575800705,0.7070677095557418,0.922921802617025,0.025036168487673274,0.1060090158691963,0.12379039282394257,0.010039734495671287,0.7876886854838601,-0.08812264276996494,0.04393602446772552,-0.07454353393394388,0.030433095408375545,0.11183823572838619,-0.019207797704749004,-0.1229718331995657,-0.06190996591223826,0.6650991748933099,0.6652102503939157,0.8233458150133719,0.8098490355650424,0.7066349107031645,0.7440404773430065,0.8382823225145017,0.5670778773299273,0.642293112232507,0.4920921444666903,0.49461642503727504,0.8904351009354633,0.8822229104701975,0.2344693149941467,0.5357169557218526,0.8802487657156366,-0.02116384248161817,0.16326561548655455,-0.06139869500116527,0.09560331494310896,0.5269217443385853,0.13430411343474474,0.8985487638620563,0.08700315650608366,0.9117211156249055,0.9176886150738592,0.670309828594918,0.5587225272040884,0.6222787268655341,0.7480104056835182,0.2843032823804121,0.5695868344558265,0.11848973936282196,0.8175278253046355,0.6428662816988167,0.06518179963113478,0.7953820479498849,0.16452672849854671,-0.09232868682733893,-0.14531499111897733,0.05345505012156719,0.06866575696348118,-0.11424457535267947,-0.09935792624549511,0.11888337633363874,-0.1279560836670738,-0.013680185537595311,-0.021231823468744446,0.04091902535950337,-0.06096899652935035,0.7184052365337629,0.9024520762182148,1.0,0.44012020091941706,-0.3880939657491706,0.10681661322737117,-0.15402382075419355,-0.20876975847953846
Merchant marine,0.4430628583942133,0.4442740817984375,0.4133098011998742,0.3660555652032836,0.4582055799721853,0.03437128915473771,0.15273713525979446,0.23476500627698776,0.043023832422358105,0.3835043960951454,-0.1347201077556299,0.015502445792705842,-0.06663196767673084,0.08906384966328779,0.09272551414991043,-0.02718537943946951,-0.1585189036535135,-0.1517442096320019,0.45191313404576583,0.45188706818262764,0.45082548637370173,0.35059272389386253,0.3862157419235516,0.42684824000444066,0.4250824659828537,0.411739024519979,0.27532401753678265,0.24488848614438752,0.23350910509237804,0.4179547362619436,0.4176911647912489,0.04075520878458232,0.15494119783451785,0.41713921347587973,0.03517696824388266,0.032668596527670485,-0.06273296243347326,0.03354817385061679,0.22866180462303548,0.07711864493724986,0.44338061620454894,0.013710451983021555,0.4117289934100704,0.4292130441909301,0.3389318952696747,0.4645646820196194,0.2999502679085895,0.36401192075142486,0.2157331957138886,0.38765254017890544,0.13352886551434068,0.40517630741348215,0.27075020697150715,-0.02959928123081355,0.36312562436597196,0.18575009644604645,-0.08334943768995781,-0.1789518303681039,-0.041488547484954084,0.07500094009728969,-0.10572616171828578,-0.180361934910323,0.21860094349932235,-0.165982366794876,-0.07396859577078413,-0.02905257540954895,-0.06362139927980238,-0.14233386494053332,0.23440684255331637,0.35124604525406794,0.44012020091941706,1.0,-0.02280557236216258,0.1493299398840697,-0.15656658120900177,-0.10184609355058011
DiffExportImports,-0.04735610106772654,0.0458607177062194,0.043684476943213715,0.1363605826200732,-0.17213393948122316,-0.0002013808155718968,0.05238638246103725,0.1844741684333551,0.011149441989724418,0.09911608655086848,-0.030568304622715963,-0.04282745191059051,0.06893255029459253,0.006859950368847176,-0.07718174951117103,0.015545856949351082,-0.009167447234504343,-0.01715394411862794,0.10853681938170386,0.10859101400849362,-0.15048158794869648,-0.6413666791767947,-0.2978361280282059,0.07691017353570488,-0.2062876159682172,0.35424108682567484,-0.5669650883262999,-0.21244161947507023,-0.2799827786299956,-0.13364280006580673,-0.1363343553291839,0.14879840260075824,-0.3534852964283677,-0.11031596213863708,0.011584852966849373,-0.04830357514851028,-0.011366289357766101,0.020055535048568263,-0.2230094091503299,0.06096477635478565,-0.28275640730435714,0.18889604687174172,-0.41005213946482627,-0.3989437194675045,-0.38531401820624767,-0.1438674396171909,-0.42272393525554025,-0.4350020116599663,-0.08468088846639929,0.032732938181224545,0.15697707211440828,0.016118639529180724,-0.09235891042456477,-0.001951751054322341,0.03133124122868384,0.07890920979043999,-0.032514656580332764,-0.07032446312508774,-0.02645596545460824,0.032718662345988386,-0.05118017169647314,-0.06667936241322585,0.054733283505342754,-0.07427830592437863,-0.1084855383436774,-0.009684364486999981,-0.005584679571413709,-0.0042838873623394546,-0.7016190346535643,-0.5222700188457918,-0.3880939657491706,-0.02280557236216258,1.0,0.061105445795617996,-0.06018406660925146,0.0709240555794235
NetworkByArea,0.14615194942235196,0.059238340729528785,0.07892579404752086,0.05930185204792318,0.10751276594275426,0.014936544135137767,0.5204102053565245,0.1993801091655179,-0.0068324824891792925,0.05019766294866805,-0.21635959716875522,-0.43829276649685683,0.409254287707862,0.23654199360275283,0.361053798117896,-0.08193897499743141,-0.38447849515529015,-0.43719473208495513,0.2844847460045443,0.2844322315861906,0.1980117996085264,0.0907417323783538,0.2831075138982663,0.28363227614481745,0.25923010291668264,0.15923115325265336,0.30941178817226045,0.446704661410082,0.48298002415700014,0.0703110192752837,0.07254006419318906,0.23410672655204498,0.3524036636817985,0.08168304020847558,0.02877217035099548,0.36677977792158944,-0.34862444360624467,0.4392651985944673,-0.15424356715020368,-0.19027006011017567,0.2545420564435935,-0.1666397162511508,0.09131001245452743,0.0850223779882231,0.19969414895133547,0.4329343943554986,-0.0824865143510242,0.030812933851891912,-0.05788584415245556,0.40877459276215733,-0.136516419348498,0.04518679329755699,-0.17714320898991273,-0.10158129840830572,0.056429800698992595,0.5668440018488803,-0.39692657162185757,-0.47299521840842623,0.21919556814455127,-0.001259006941210675,-0.3316936253416148,-0.4572511649423699,0.5120517369461776,-0.4049124605361924,0.018811059398168503,0.12157695256110503,0.07630586695663875,-0.06161713564010154,-0.03900163740407884,0.03277422285706256,0.10681661322737117,0.1493299398840697,0.061105445795617996,1.0,-0.48578687309074164,-0.3231417070502747
DiffBirthvsDeath,-0.20897038538615798,-0.07874691407525919,-0.12618640039661902,-0.14006924113467703,-0.16522143021448535,0.002006685980632026,-0.5190955089717755,-0.2795445959560777,0.03879787360071797,-0.062177617154477616,0.2407356476763713,0.38063201013081677,-0.3987030674260797,-0.23409582945960766,-0.10838418096794931,0.042114966302474605,0.41010438999675985,0.4720207849974452,-0.21714784640329907,-0.21717743439816262,-0.1998987272456502,-0.12244432197465671,-0.24425497935787152,-0.2767283759844594,-0.25460905176388027,-0.18009203284050465,-0.22528804672291106,-0.23910455382849838,-0.22679055900052594,-0.16707924264945345,-0.16629619987585512,-0.30504315118933467,-0.3557626170546038,-0.17170388990759977,0.021339340722102872,-0.35478823431070655,0.17170352274552583,-0.2343342999366071,-0.0757409808344561,-0.010407218932824943,-0.23114900469184613,-0.001207479796498977,-0.19291753581668214,-0.18261078905078867,-0.2463951224377654,-0.2662827347978959,-0.1472355201524358,-0.19516336474635973,-0.1683401111545284,-0.33063401413705823,-0.08810956144533837,-0.14711963783196694,-0.0901844643232518,-0.006062129857097801,-0.03930342252694656,-0.9556641766732966,0.7927541049843532,0.9605069069598043,-0.27671835412485424,-0.1279541391944851,0.659589079989656,0.7905225889195964,-0.7682745206382132,0.9133164157546554,-0.35618349969908714,0.5533802278732219,-0.18966889798965247,-0.1800651432577936,-0.09641902178851519,-0.1892482106488904,-0.15402382075419355,-0.15656658120900177,-0.06018406660925146,-0.48578687309074164,1.0,0.07350604475025364
EnergyResoursesDiffExportImport,-0.3255668229684898,-0.20757914781683634,-0.2582514652109827,-0.2665917804413042,-0.2829133752550687,-0.007841759363683915,0.0891835481359556,0.06506210217550185,-0.03803316456383947,-0.22465098782542506,-0.0013874806932868116,0.008299159320537437,-0.054220359400075635,-0.016777746051986578,-0.2858509392929007,0.002030464823937232,0.1284753413995921,0.02941878902898044,-0.39069295761573025,-0.390571124387804,-0.3517622208228533,-0.2508253503980931,-0.31238264582831415,-0.314721545099834,-0.32884299271337997,-0.27838252489171383,-0.24768753496489365,-0.15696429546114363,-0.18107892698530184,-0.23240993204749996,-0.2440756751647917,0.15049744437364135,-0.3437973153927477,-0.2593273822740021,-0.007081008296640254,-0.0482045489301014,0.12305188176012398,-0.20899334411061293,0.24055998056775962,0.36542772789994143,-0.3900197262471394,0.19208336551552818,-0.1814978703984213,-0.23488956122218888,0.02613334231793085,-0.3111504930558264,0.34372455263114987,0.03725222208390443,0.7074772151094842,-0.468053365938305,0.5379870573508754,-0.21879596917461538,0.3170935440651661,0.08787977645676338,-0.21319507699502832,-0.10468234938406733,0.09262695462235895,0.05713829710404761,-0.06579166749898416,0.04822307327675314,0.031908164789715456,0.042255493361375185,-0.07924523008629762,0.052176607605715374,0.07602258716833553,0.13885447751514868,0.003948128279165916,-0.07511059083443083,-0.12017947389394548,-0.07296755292998681,-0.20876975847953846,-0.10184609355058011,0.0709240555794235,-0.3231417070502747,0.07350604475025364,1.0
