Topic,Video_Title,Video_ID,Published_At,duration,viewCount,likeCount,dislikeCount,favoriteCount
system design lectures,Thermodynamics System and its Types | Thermodynamics Gate Lectures in Hindi,4pC_oXEEhJo,2020-05-12T12:30:01Z,9:54,687,29,1,0
system design lectures,System access security | Enterprise Resource Planning Lectures In Hindi,Y04cd4ev7JU,2020-02-22T09:30:01Z,6:42,324,8,1,0
system design lectures,Human Centric Design in Hindi | Human Machine Interaction Lectures,YJv7znP27PE,2018-04-30T07:35:49Z,9:38,11640,161,14,0
system design lectures,Application of Laser in Hindi | Applied Physics -2 Lectures ( AP-2 ),-W0pwzaJHu8,2019-05-11T15:11:07Z,10:41,12597,149,12,0
system design lectures,L6 NORCET CRASH COURSE II RESPIRATORY SYSTEM II MSN bY MSN GOd FAther SAhu SIr,cJ9Xwoeyffk,2020-08-16T18:13:08Z,1:22:56,14198,3098,26,0
system design lectures,Communication Systems Part-11 (SSB) || GATE Lectures for Electronics &amp; communication,pDDg6rOUkas,2018-01-17T03:01:28Z,20:3,7458,107,1,0
system design lectures,Coronavirus Pandemic Update 60: Hydroxychloroquine Update; NYC Data; How Widespread is COVID-19?,fn2yk5SbGiw,2020-04-23T19:21:27Z,20:50,249455,6481,198,0
system design lectures,How to Rapidly Create Course Lectures,0lgqz1Blnng,2020-03-26T18:03:44Z,5:36,10,0,0,0
system design lectures,Isometric Projection | Engineering Drawing Lectures In Hindi,tmIu3pF5B_4,2019-08-06T03:30:00Z,13:25,3344,47,7,0
system design lectures,Couple Full Concept  in Mechanics | First year | Engineering Mechanics Lectures,uz6w9yIE6fo,2018-08-18T04:30:34Z,10:56,34873,610,34,0
system design lectures,Karolinska Research Lectures: Luke A.J. O’Neill,sqD9EX4m3rk,2018-05-03T14:03:37Z,51:56,2153,,,0
system design lectures,"Inter CA, Nov&#39;19, Revision Lectures - EIS - Core Banking Systems",Ly6gKgYLst8,2019-03-02T11:09:10Z,2:3:26,44637,432,17,0
system design lectures,PCR in Hindi,hb-S2j7s89k,2018-07-20T14:50:29Z,38:0,253344,4466,232,0
system design lectures,Lecture 2: Image Classification,0nqvO3AM2Vw,2020-08-10T13:56:54Z,1:2:15,1724,31,1,0
system design lectures,SSMRV Video Lectures-System Programming- Introduction to Macroprocessor,Wi3QkoL5wg8,2020-05-05T16:42:50Z,8:2,52,2,0,0
system design lectures,"Q. 8.3: Draw the ASMD charts for the following state transitions:(a) If x = 1, control goes from",rBXc1uJRhxY,2020-08-15T12:57:15Z,8:22,21,1,0,0
system design lectures,Lung Function - Lung Volumes and Capacities,9VdHhD1vcDU,2018-02-10T06:05:11Z,8:31,267956,4374,63,0
system design lectures,Cs 501 Final Term Short Lectures - Math Hub,1Ht1xdk68Wc,2020-02-05T08:06:30Z,17:14,349,10,0,0
system design lectures,Lec#06-Relational Algebra,S7b56ZJkeHU,2013-09-27T23:00:54Z,58:20,77217,278,6,0
system design lectures,"BACHELOR OF ARCHITECTURE (B.ARCH) NATA 3D ONLINE LECTURES,YEAR SOLVE,COMPLETE SOLUTION",3jts1Qn2iLU,2018-03-29T14:44:57Z,7:27,59297,754,47,0
system design lectures,Anatomy &amp; Physiology Chapter 1 part a Lecture,HRNKhmDOqs0,2015-09-01T07:41:12Z,48:27,67781,657,35,0
system design lectures,Factors Affecting Corrosion in Hindi | AC-2 | Applied Chemistry 2  Lectures,-Z-wXolzDjE,2019-05-19T09:03:44Z,13:38,9445,154,11,0
system design lectures,DeepMind x UCL | Deep Learning Lectures | 12/12 |  Responsible Innovation,MhNcWxUs-PQ,2020-07-09T14:28:55Z,1:2:28,5930,99,7,0
system design lectures,Lectures in ASL -  Race-free State Assignment (supplemental),zJiQ6tFbgeE,2018-03-25T22:59:24Z,25:39,11270,87,6,0
system design lectures,GATE Lectures by Tanuj Sukhija,U_q20NUZfTs,2015-02-05T07:16:31Z,1:55,75145,226,7,0
system design lectures,"Friday Evening Lecture with Neil Shubin, The University of Chicago",wMc3Dwql7uA,2020-08-08T03:48:07Z,1:3:53,282,7,0,0
system design lectures,Linearity Property in Laplace Transform in Hindi | Maths 3 Lectures,A1jfHoFzj9U,2018-08-23T13:30:52Z,19:21,42269,1090,18,0
system design lectures,Numerical on Atom Economy in Hindi | AC-2 | Applied Chemistry 2 Lectures,Wcg4JZ-zr-Y,2019-05-19T12:32:25Z,10:54,6759,120,4,0
system design lectures,ShanghAI Lectures 2013 - Lecture 6 - Soft Robotics and Bioinspiration II,CdU22a76WKM,2013-12-02T18:21:44Z,53:21,228,2,0,0
system design lectures,Coronavirus Pandemic Update 75: COVID-19 Lung Autopsies - New Data,PlUFibXtDxQ,2020-05-25T17:27:14Z,19:56,162209,6198,89,0
system design lectures,COVID-19 Insights: Are There Asymptomatic COVID-19 Patients?,n0Stua9YKu8,2020-04-18T13:44:36Z,41:8,72253,861,41,0
system design lectures,PEEEB.- LECTURE 1.- PART B: INTRODUCTION,vl_ThA9JnFk,2012-02-02T15:12:21Z,22:22,5784,21,0,0
system design lectures,Green Chemistry Introduction in Hindi | AC-2 | Applied Chemistry 2 Lectures,uLlgbszwlKI,2019-05-19T12:31:56Z,17:49,34788,627,53,0
system design lectures,Failing Kidneys and Different Treatment Options,mi34xCfmLhw,2014-03-13T20:07:27Z,10:32,928522,8441,300,0
system design lectures,Software measurement  and Function Point Analysis in Hindi | Software Engineering Lectures,_uD1TTjGQWI,2018-07-26T14:42:03Z,7:11,35247,580,48,0
system design lectures,DNA replication - 3D,TNKWgcFPHqw,2015-06-26T13:40:15Z,3:28,4394010,60120,873,0
system design lectures,ShanghAI Lectures 2013 - Lecture 7 - Design principles of intelligent systems,TkaznV7JeOE,2013-12-03T17:34:37Z,56:46,86,0,0,0
system design lectures,ULC Special Lecture- Shri. J Sai Deepak on &quot;Hindu Code Bill and Uniform Civil Code&quot;,5DCz5FgAjOU,2020-08-13T16:38:04Z,1:46:41,3422,266,1,0
system design lectures,"Coronavirus Epidemic Update 30: More Global COVID-19 Outbreaks, Vitamin D May Aid Prevention",gmqgGwT6bw0,2020-03-04T19:12:21Z,12:41,519015,8629,215,0
system design lectures,CCNA lectures  - Learn how computer networks work - Part 1,qoMssBmmnJc,2018-06-14T17:13:31Z,43:17,1093,17,0,0
system design lectures,Planning Commission of india (योजना आयोग व उसके कार्य) - Economics Online Lectures #6,7w05vp9dQck,2017-08-04T08:33:27Z,44:45,51303,662,44,0
system design lectures,PERFORMANCE MGT SYSTEM AND DESIGN| APM ACCA EXAM LECTURES| TYPES OF INFORMATION SOURCES AND SYSTEM,4BxpdhzJTSQ,2020-05-30T18:30:01Z,21:6,34,0,0,0
system design lectures,ESA event - (lectures part),3gvV8TqPPq8,2013-11-26T13:56:52Z,2:43:31,56,,,0
system design lectures,ER Model in DBMS in hindi |  DBMS gate lectures in hindi | #3,Oa1Sg70Kfyw,2017-05-31T04:29:41Z,5:27,41911,488,16,0
system design lectures,Wastewater treatment process overview,FDNzhEAqxgc,2013-02-03T07:49:16Z,18:50,427142,2127,126,0
system design lectures,Interlaced Scanning | Communications system|class 12 physics subject notes lectures|CBSE|IITJEE|NEET,guVvAc8Jtns,2016-11-15T13:27:27Z,3:0,3445,25,3,0
system design lectures,"Final CA, Nov&#39;19, Revision Lectures - Audit Day 7 of 7(Part 3)",LUSVQgNKO9M,2019-02-02T10:40:40Z,9:42,23485,118,0,0
system design lectures,Microbiology - Bacteria Antibiotic Resistance,057phDG4mKU,2014-06-10T04:15:35Z,13:1,379705,5256,72,0
system design lectures,Part - 2 | Scope and Applications of Fluid Mechanics| GATE  Free Lectures | ME / CE,fzehwkY8W7U,2020-02-24T12:30:04Z,45:0,645,22,0,0
system design lectures,Angle of friction and Angle of repose in Hindi | Engineering Mechanics Lectures,fiu0MhrSy2Y,2018-11-07T04:30:16Z,14:16,15691,261,28,0
system design lectures,Inverse Laplace Transform Basic Concept in Hindi | Maths 3 Lectures,TcgP2UmMHqc,2018-08-21T12:14:51Z,14:21,17705,341,8,0
system design lectures,Cs 501 Final Term Short Lectures - Math Hub,1Ht1xdk68Wc,2020-02-05T08:06:30Z,17:14,349,10,0,0
system design lectures,Restoring Division Part 02 in Hindi |   COA | Computer Organization and Architecture Lectures,dxUkBFb8G2g,2019-04-29T08:01:22Z,11:5,17297,290,3,0
system design lectures,Orthographic Projection Full  Basics Explained in Hindi | First year Engineering Drawing Lectures #1,FXVfXUM8Xl8,2019-03-26T13:27:44Z,14:8,15783,285,21,0
system design lectures,Multimedia Learning,w-_0E-OiEqc,2017-08-08T18:03:32Z,8:54,39641,550,15,0
system design lectures,"Relationship in DBMS in hindi | Degree,Cardinality,Participation | DBMS gate lectures in hindi | #5",gOnbszMCE3o,2017-06-02T04:36:56Z,6:48,44350,389,19,0
system design lectures,Introduction Computer Organization/Computer Architecture/definition tutorial lectures full course,LfYzVy2EoB8,2020-07-01T08:52:05Z,9:14,182,10,0,0
system design lectures,The art of misdirection | Apollo Robbins,GZGY0wPAnus,2013-09-13T16:07:37Z,8:48,21849753,424413,7039,0
system design lectures,Distributed systems lectures,GbQD7IU4H5w,2018-04-26T10:25:56Z,29,2,0,0,0
system design lectures,Hysterisis curve and Loss | Engineering Physics 1 Lectures In Hindi,6yCHNLXijJY,2017-11-12T08:18:09Z,10:53,131456,2420,194,0
system design lectures,Antennas | Communication systems | class 12 physics subject notes lectures|CBSE|IITJEE|NEET,8DR_3Ol7GiQ,2016-11-15T07:49:44Z,2:40,1236,11,2,0
system design lectures,"Explore Extension Use Cases for the Intelligent Enterprise + Live Demo, SAP TechEd Lecture",LfOI91nVcf4,2020-08-16T12:02:09Z,55:43,31,1,0,0
system design lectures,Robotics 2 - Prof. De Luca Content of video lectures.,HYnE7YgJAxs,2020-06-08T12:37:36Z,3:10,549,,,0
system design lectures,"Human Factors and Healthcare, Lecture C",OBk3QQD2dDY,2020-08-17T07:11:39Z,14:38,1,0,0,0
system design lectures,"PGC lectures :Data Anomalies and Types, Insertion Anomaly, Deletion Anomaly, Modification Anomaly",j7F62AjfL8c,2017-01-09T05:58:54Z,14:48,17236,207,24,0
system design lectures,Radio Reception  | Communication systems | class 12 physics subject notes lectures|CBSE|IITJEE|NEET,2jjM2KAMHjE,2016-11-15T12:00:23Z,1:48,736,0,2,0
system design lectures,Addressing Modes in Hindi  |  Part 01 |  COA | Computer Organization and Architecture Lectures,3M2qBJHUec8,2019-04-27T09:20:30Z,12:49,60648,1009,55,0
system design lectures,How to design? Dental tech. Lectures - Inlay 2,3de2c_iiAZ0,2019-12-07T10:07:07Z,4:44,9,2,0,0
system design lectures,referential integrity constraint in dbms | referential integrity in sql | DBMS Lectures in Hindi #76,UT_8T7EL2Og,2017-09-27T12:45:56Z,7:18,11596,151,10,0
system design lectures,Proximate Analysis  Numerical | Applied Chemistry Lectures In Hindi,oc6Yg2_04jw,2019-09-03T03:30:00Z,26:12,2883,62,3,0
system design lectures,Warshall&#39;s Algorithm solved Example in Discrete Mathematics in Hindi |Discrete Mathematics Lectures,KObbLMkuZIk,2018-12-02T13:51:12Z,11:40,64888,1606,62,0
system design lectures,Sam Houston - Material Handling - Lecture 1,05rIB60OuYc,2020-08-16T18:20:50Z,18:45,21,2,0,0
system design lectures,Crystals Point Defect [Part 1] | Engineering Physics 1  Lectures In Hindi,xitvZvAAS4w,2017-10-29T19:47:06Z,18:9,47939,674,26,0
system design lectures,Condition for good Acoustics  [part 4] |Engineering Physics 1 Lectures in Hindi,VWnVfGicz7A,2017-10-26T12:51:46Z,4:33,12321,161,6,0
system design lectures,Dry Corrosion in Hindi  #1 |AC-2 | Applied Chemistry 2 Lectures in Hindi,Kvqt8gGaV0Y,2019-05-19T07:30:46Z,10:57,15502,185,25,0
system design lectures,CS302 Lecture No 15 By Virtual University || Video Lectures Of Virtual University For VU Students,aAoxhczN7xE,2018-11-24T04:33:31Z,53:19,34,1,0,0
system design lectures,"Learn Free Lectures / Courses from MIT, Virtual University, Comsats, Yale, Oxford, OCW,  vulms",Y-1jve0BY-A,2020-04-12T15:28:23Z,6:18,1449,17,1,0
system design lectures,The best stats you&#39;ve ever seen | Hans Rosling,hVimVzgtD6w,2007-01-16T22:47:37Z,20:36,3276514,27059,584,0
system design lectures,SSMRV Video Lectures-System Programming- Introduction to Macroprocessor,Wi3QkoL5wg8,2020-05-05T16:42:50Z,8:2,52,2,0,0
system design lectures,ShanghAI Lectures 2014 – Advanced Materials and Systems for Biohybrid Actuators and Sensors,jDe06sfRbjg,2017-10-19T15:27:23Z,57:37,16,1,0,0
system design lectures,MPMC Syllabus Overview - Engineering Lectures by Vivekanandan | Topically-InfoTalk,Poc6PR2941k,2020-07-02T14:44:47Z,13:50,8,0,0,0
system design lectures,MIA 320 - University of Pretoria - Lecture 3,11ePiqwGIls,2020-08-12T02:55:04Z,1:5:29,320,2,0,0
system design lectures,Lecture 5: Automation &amp; Control,p24yCMyTTtc,2020-08-15T12:37:49Z,32:45,8,0,0,0
system design lectures,8086 Rotate Instructions |  Microprocessor Lectures in Hindi,WnejtqYlan4,2019-10-06T15:30:03Z,12:51,3134,61,5,0
system design lectures,Diabetes and the body | Diabetes UK,X9ivR4y03DE,2013-09-03T11:44:16Z,8:45,3515019,21139,1465,0
system design lectures,CISC Microprocessor in hindi |  COA | Computer Organization and Architecture Lectures,E-CdHvAikBU,2019-04-27T09:18:53Z,10:38,6384,113,3,0
system design lectures,Embryology short lecture,Q5NzWDO6eXo,2020-08-17T05:01:56Z,30:3,86,5,0,0
system design lectures,"Coronavirus Pandemic Update 35: New Outbreaks &amp; Travel Restrictions, Possible COVID-19 Treatments",vE4_LsftNKM,2020-03-12T17:51:16Z,10:27,804674,10653,245,0
system design lectures,Lecture 1: Introduction to Deep Learning for Computer Vision,dJYGatp4SvA,2020-08-10T13:56:16Z,57:56,12723,317,1,0
system design lectures,#TechTrek Ep1: My Programming Journey  (Review of CS106A Lectures 1-3),z3h3U3UtTd0,2020-05-11T07:36:12Z,14:1,38,2,0,0
system design lectures,Lectures,rVYL_GCE5oc,2019-11-14T10:16:12Z,49:5,15,0,0,0
system design lectures,Op-Amp  Integrator in  Hindi | Op- Amp (Operational Amplifier ) | ECCF lectures,td2OReqNOds,2018-08-17T13:30:57Z,9:7,7786,151,4,0
system design lectures,Virtual Academy  Benefits of using of NPTEL video lectures in Engineering Education,6Xu13Qp6NnY,2016-06-20T10:30:31Z,44:10,93,1,0,0
system design lectures,"Pace IT, Data Management Lectures: Module 3.2 - Data Architecture",_Azj3d5lLAM,2015-01-09T19:24:23Z,3:8,69,0,0,0
system design lectures,Lecture-9              Magnetic Effect of Electric Current       #Chetak_Physics,3Ech7Sge-cg,2020-08-17T03:15:13Z,52:5,175,39,1,0
system design lectures,The power of introverts | Susan Cain,c0KYU2j0TM4,2012-03-02T19:03:16Z,19:5,10787408,243782,3036,0
system design lectures,Green Chemistry  Synthesis in Hindi | AC-2 | Applied Chemistry 2 Lectures,KrDdoi_n5tc,2019-05-19T12:32:12Z,13:3,9777,125,9,0
system design lectures,Digital Electronics GATE Lectures | Range of Numbers | Number Representaion,12GDbnfoa3Y,2016-05-25T10:36:49Z,14:15,2233,9,2,0
system design lectures,CS6810 -- Lecture 55. Lectures on Multiprocessors.,fG3pmE2iRzo,2012-10-29T21:27:48Z,11:51,30386,113,6,0
system design lectures,Introduction to fluid mechanics : Lecture 1 (Module 1),-fNRuGc5fI0,2020-08-16T10:44:05Z,14:7,98,11,0,0
system design lectures,Dapps with CKB Workshop - Lecture 1: Introduction (English),6nYyYikSZj0,2020-08-14T18:35:22Z,39:31,66,12,0,0
system design lectures,Linear Quadratic Regulator - VI (Lectures on Feedback Control Systems),zb0XfM15GCA,2020-05-04T11:48:23Z,12:30,102,0,0,0
system design lectures,"Usability Evaluation Methods, Lecture A",mZgL3mMxwBI,2020-08-17T07:11:46Z,19:7,1,0,0,0
system design lectures,Peter A  Okebukola -LASU-ACEITSE Online Lectures-Emerging Global  and Africa Regional Trends in STEM,YKuEerw3iRo,2020-05-06T17:08:18Z,54:31,110,2,0,0
system design lectures,Lecture 1: Brain-Machine Interfaces,th4-hAOTETk,2020-08-15T18:47:22Z,27:54,14,0,0,0
system design lectures,Experience Expert Lectures and Workshops at CE SISTec Gandhi Nagar| Bhopal | M.P.,py4xxfLzM2c,2020-06-15T04:57:45Z,5:38,59,4,0,0
system design lectures,How to Rapidly Create Course Lectures,0lgqz1Blnng,2020-03-26T18:03:44Z,5:36,10,0,0,0
system design lectures,David Round lectures on the Treaty and Racial Equality in NZ - part 4,BlMtqb4xh5E,2014-06-01T22:43:24Z,13:56,1025,13,4,0
system design lectures,Thermodynamics Video Lectures | By : Venugopal Sharma Sir,gG9mzVV9FYA,2018-08-15T10:11:24Z,33,35336,532,7,0
system design lectures,Q. 8.4: Show the eight exit paths in an ASM block emanating from the decision boxes that check the,79iw4dD-_G0,2020-08-16T11:52:33Z,5:14,4,0,0,0
system design lectures,Oxygen Therapy and Delivery - How to Prescribe Oxygen,Nc2zl2SeQNo,2012-05-13T12:26:50Z,7:15,288913,,,0
system design lectures,"Types of analysis: Best, Worst and Average case of an algorithm",2JiZIv6fqto,2019-03-26T11:50:27Z,24:48,5090,74,8,0
system design lectures,VLSI_Introduction_KD Sir_Aug 7,Np6GwkitP8w,2020-08-11T18:55:34Z,54:49,2,0,0,0
system design lectures,"Electronic Health Records and Usability, Lecture C",QtXV1L_LupY,2020-08-17T07:12:12Z,19:50,2,0,0,0
system design lectures,The Architecture of Computer - Von Neumann Architecture (COA) || CS Lectures by Nisith Chakrabarty,DsvbFfGPbTc,2020-07-14T16:51:42Z,2:31,34,6,0,0
system design lectures,Teaching Behavior in the Midst of a Pandemic: Lectures &amp; Discussions,JWEXT5sv1V4,2020-08-03T17:08:31Z,5:58,42,1,0,0
system design lectures,Fyp Showcase presentation Sem 2,DkYUg_Iq2NA,2020-08-15T08:19:20Z,9:39,21,2,0,0
system design lectures,Different types of stress (Lecture and example),11XW8qJNQgs,2020-08-16T21:51:36Z,14:10,23,5,0,0
system design lectures,Engineering Mechanics Lecture 6 Cross Product Angle determination,edyQGUcJUI8,2020-08-16T19:49:00Z,31:29,2,1,0,0
system design lectures,Building design G+3 with different shapes of columns part 2 | building| civil engineering| You Tube|,4LdYLcFmnuE,2020-08-12T16:19:09Z,18:44,360,21,0,0
system design lectures,CS 302 Lecture No 3 || Video lecture Of Virtual University || Video Lectures For VU Students,RKO1MtNemmg,2018-11-13T11:44:13Z,53:6,50,0,0,0
system design lectures,Analysis and Synthesis of Mechanisms Lecture 1,96JQpWEQhws,2020-08-10T08:57:22Z,52:34,377,14,1,0
system design lectures,Modern Control System Transfer Functions Part 1,p-BQ33txfiY,2010-03-21T02:57:25Z,8:14,13527,7,1,0
system design lectures,"Cognition and Human Performance, Lecture C",dCIyHz6dJu4,2020-08-17T07:07:26Z,13:45,2,0,0,0
system design lectures,hsc ict chapter 6 lecture 3 | database management system | DBMS | Zobayer Academy,C47Z5Hzr65E,2020-08-14T12:33:23Z,17:20,19,2,0,0
system design lectures,"Lecture 1 : Lagrangian and Eulerian Approach, Types of fluid flow",H38vI93exns,2018-01-10T12:05:47Z,35:58,32188,185,12,0
system design lectures,"Usability Evaluation Methods, Lecture B",KCJ5y34nJgo,2020-08-17T07:11:52Z,21:32,0,0,0,0
system design lectures,"Cognition and Human Performance, Lecture A",VahhQkErG9s,2020-08-17T07:07:04Z,16:47,4,0,0,0
system design lectures,DR.Gehan –Lectures-12-PLC -Examples-Industrial Electronic System-Mechatronics II,eNKC9M6iuKo,2020-04-22T13:34:40Z,33:17,8,0,0,0
system design lectures,"Electronic Health Records and Usability, Lecture A",r3kDfI_ep7Q,2020-08-17T07:11:58Z,10:15,3,0,0,0
system design lectures,Electrical Engineering Post GATE Guidance Video Lectures by ICE Gate Institute,0PIPyG8UHgk,2019-06-28T05:43:21Z,45:3,16,2,0,0
system design lectures,Corrosion Chemistry - Lecture - 19,U3vs4gl_qSg,2020-08-16T05:40:38Z,21:13,54,9,0,0
system design lectures,DSP Lecture 05 Oversampling A/D Converters,_GeuuszA0Wg,2020-08-14T16:45:39Z,39:4,20,1,0,0
system design lectures,Sources and types of solid waste/Solid Waste Management/SWM/Lecture - 03,lOu1jRl1RVA,2020-08-17T10:08:06Z,4:44,13,1,0,0
system design lectures,Online Popular Lecture by Dr. Ranadhir Chakraborty,o318jTG2b54,2020-08-17T06:00:11Z,29:30,73,9,0,0
system design lectures,Chapter 7 Tooling for CNC Machines Lecture 2,I-woKU-F96k,2020-08-16T05:35:54Z,5:9,7,0,0,0
system design lectures,ICT ll HSC ll LECTURE-3.7.1-Formula 0r Rules for Equation of Saral &amp; Proman,FySgc2bdRJI,2020-08-17T10:06:11Z,7:42,16,2,0,0
system design lectures,Lecture No.01-Town Planning &amp; Urban Management-Introduction of the Subject(www.HarwordAcademy.com),KijO2XD1kPM,2020-08-09T07:00:12Z,29:54,60,6,0,0
system design lectures,unit 3 lecture 1 Keyboard and its types,y2J7T_orVr8,2020-08-16T06:49:12Z,18:38,17,4,0,0
system design lectures,"Human Factors and Healthcare, Lecture A",UdZBuh26C4M,2020-08-17T07:07:39Z,15:48,0,0,0,0
system design lectures,Introduction to Java Programming | Lecture 1 || by skills learning world,NB_kXzok2_w,2020-08-03T03:40:12Z,8:56,30,6,0,0
system design lectures,VEDIC VASTU SHASTRA LECTURE SERIES,dLagiA9SkIY,2020-08-10T15:26:31Z,52:28,155,7,1,0
system design lectures,DATABASE MANAGEMENT SYSTEM LECTURE 43 S3 BCA- NORMALIZATION - PART 1,kdc1l7I6vQE,2020-08-17T05:29:29Z,9:52,0,0,0,0
system design lectures,DSP Lecture-04-Quantization of Signals,RzF6uhSFpqw,2020-08-14T15:13:03Z,27:10,40,2,0,0
system design lectures,ROBT 303 - Lecture 02 - Part 04 - Example 01 - Block diagram reduction (Slide 9),T52lZ9wkZgI,2020-08-16T20:07:20Z,10:20,11,1,0,0
system design lectures,Lecture 33 Computer Sciences Part 2 by Prof. Iftikhar Butt,rVLsM_ubGJg,2020-08-11T20:02:10Z,13:36,12,1,0,0
system design lectures,1st Lecture Islam and Science (Part 3),fsG3LgSo_OU,2020-08-15T02:17:45Z,27:3,29,2,0,0
system design lectures,"Human Factors and Healthcare, Lecture B",PACNAP4pn8M,2020-08-17T07:11:12Z,15:0,0,0,0,0
system design lectures,LECTURE 2 CASE STUDY REVISION | CA FINAL COSTING SCMPE NEW SYLLABUS | CA PURUSHOTTAM AGGARWAL,Oz9IJL_fPB8,2020-08-08T15:00:08Z,50:55,1010,50,5,0
system design lectures,Bill McDunough&#39;s classic sustainability lecture,h-IU-fPozQk,2020-08-17T18:21:17Z,2:25:55,5,1,0,0
system design lectures,"Cognition and Human Performance, Lecture B",i2gMxZz_fx4,2020-08-17T07:07:13Z,7:51,1,0,0,0
system design lectures,"IE 306  SCLM   Module 1   Lecture 1   Supply Chain   Structure, Stage and Objectives",EgnRwAUDk10,2020-08-16T10:02:05Z,26:32,6,,,0
system design lectures,Prof. Darshan Shankar&#39;s Giridhar Memorial Lecture,JzNNBvsQOpk,2020-08-17T06:44:03Z,33:40,16,0,0,0
system design lectures,CIT15 - Week 02 Lecture - Part 02 - Fresno City College,ifQhTSHa_WI,2020-08-15T23:06:35Z,27:59,15,0,0,0
system design lectures,"12th Physics 2 ,Chap 9 :Current Electricity. Lecture 8",WAPAx--faog,2020-08-17T04:24:21Z,30:2,54,1,1,0
system design lectures,TALL BUILDINGS LECTURES: Leslie Robertson,Gks9I2_XG_4,2014-02-05T08:22:07Z,1:4:35,19295,178,4,0
system design lectures,Mastering Rh Blood Group System,fwO-k8P67ac,2017-10-27T12:27:51Z,36:38,176786,2847,64,0
system design lectures,"Jaundice - Causes, Symptoms &amp; Treatment",Hwi9dsFBuhg,2018-02-09T14:07:42Z,3:12:57,876286,5310,689,0
system design lectures,Compiler Construction Tools|Compiler Design Lectures,BqfIs7gEyAY,2019-05-13T15:32:54Z,4:26,655,8,2,0
system design lectures,"Lectures on Landscape by John Ruskin - Design, Architecture &amp; Fine Art Audiobook",CVW8R6_hASE,2017-12-13T00:30:01Z,1:45:2,1607,17,1,0
system design lectures,"LECTURES: preparing lectures, taking notes &amp; revising -  study tips",W_VM77lBSqk,2017-03-15T18:37:51Z,7:19,640086,13103,220,0
system design lectures,"RANDOMISED CONTROLLED TRIALS , RCT , PSM OR COMMUNITY MEDICINE LECTURES , EPIDEMIOLOGY",4fWLdB_fiLQ,2016-07-10T21:56:18Z,23:15,29282,427,18,0
system design lectures,How The Economic Machine Works by Ray Dalio,PHe0bXAIuk0,2013-09-22T18:07:47Z,31:0,18459344,307854,8492,0
system design lectures,Compiler Design Video Lectures | Top Down parser with Backtracking Brute force method | 60,786SI-I532w,2015-09-14T09:53:52Z,5:29,17181,86,16,0
system design lectures,Set up Microsoft Teams for Education online classes and lectures  - Part 1,v2DorZg9m20,2020-03-13T23:17:44Z,27:18,112906,671,26,0
system design lectures,Introduction to the Lymphatic System,QD9AdNXSQe4,2017-06-21T17:48:57Z,10:32,600567,11277,241,0
system design lectures,Richard Dawkins - CHRISTMAS LECTURES 1991 - Growing up in the Universe,dw4w1UsOafQ,2013-04-13T10:08:39Z,57:37,108796,1403,35,0
system design lectures,The difference between healthy and unhealthy love | Katie Hood,ON4iy8hq2hM,2019-06-11T22:30:59Z,12:14,2166576,63352,1039,0
system design lectures,Cardiovascular System Anatomy,Sc3IN99sRrI,2012-09-09T20:57:34Z,11:20,609943,6146,121,0
system design lectures,Building a Low-cost Lightboard for Video Lectures,FYwXOLU4TKk,2014-09-28T18:53:12Z,14:17,176928,1895,53,0
system design lectures,HOW TO WATCH ONLINE LECTURES AT HOME? | STUDY TIPS,3w9W2u7hp2s,2020-04-05T17:24:55Z,10:1,101484,3950,39,0
system design lectures,Clinical Anatomy  - Nasal Cavity and Sinuses,iwwFPQk7SJU,2017-09-25T22:22:14Z,7:55,431138,7207,143,0
system design lectures,Circulatory System | Pulmonary Circulation,aJPwUnZtycQ,2017-08-03T17:27:34Z,8:52,187271,5165,90,0
system design lectures,Coronavirus Epidemic Update 16: Strengthening Your Immune Response to Viral Infections,qqZYEgREuZ8,2020-02-13T00:13:51Z,13:21,474208,10796,201,0
system design lectures,Introduction to Pharmacognosy -(HINDI) By Solution Pharmacy,uMUWBPJu7dc,2019-01-26T11:30:01Z,17:33,300970,8789,301,0
system design lectures,Pseudobulbar Palsy vs Bulbar Palsy,VDuyJtlBxl8,2018-05-10T13:15:46Z,11:22,75268,1224,53,0
system design lectures,Pharmacology - CHOLINERGIC DRUGS (MADE EASY),r-gJaMoMon0,2016-05-02T05:02:26Z,10:39,812752,10331,197,0
system design lectures,What really matters at the end of life | BJ Miller,apbSsILLh28,2015-09-30T21:04:19Z,19:8,6519669,89713,2985,0
system design lectures,HPLC chromatography,fDD_rD032Lc,2016-07-04T07:23:56Z,16:29,734080,13981,277,0
system design lectures,What coronavirus means for the global economy | Ray Dalio,yrxYhv2O3wU,2020-04-09T16:16:13Z,52:41,1629133,26956,1057,0
system design lectures,SQL create table in hindi | SQL tutorial in hindi | DBMS Lectures in hindi #72,Pm8XAQYDBGw,2017-09-19T06:56:45Z,4:24,22876,281,17,0
system design lectures,Thyroid Gland - Thyroid Hormones,b7JFqGMi9pk,2012-10-08T10:10:04Z,12:47,811982,13785,174,0
system design lectures,What Islam really says about women | Alaa Murabit,FETryXMpDl8,2015-07-21T17:06:55Z,12:14,2828383,77869,10112,0
system design lectures,Classification of Bacteria (Antibiotics - Lecture 1),OOGGM6mxjY0,2013-01-05T08:49:55Z,22:26,549592,5370,123,0
